Duration,KeySignature,KeySignatureConfidence,loudness,Tempo,TimeSignature,TimeSignatureConfidence
245.81,8.00,0.63,-7.92,151.53,4.00,0.90
286.77,7.00,0.62,-10.22,180.00,4.00,0.81
209.29,0.00,0.66,-8.84,171.60,4.00,0.77
220.26,2.00,0.80,-7.15,137.30,4.00,0.00
193.91,7.00,0.01,-9.98,88.58,4.00,0.00
275.75,7.00,0.65,-9.80,132.79,1.00,0.00
250.54,0.00,0.67,-12.69,137.23,4.00,0.34
411.92,8.00,0.38,-9.63,237.47,4.00,0.35
185.70,7.00,0.48,-13.21,138.26,4.00,0.00
157.36,8.00,0.57,-6.34,75.45,1.00,0.00
222.77,0.00,0.54,-7.86,194.69,7.00,0.51
177.82,7.00,0.80,-9.54,114.05,4.00,0.15
125.70,2.00,0.01,-9.36,92.98,3.00,1.00
205.45,8.00,0.32,-12.54,116.62,5.00,0.18
215.09,8.00,0.63,-10.61,150.11,4.00,0.27
315.14,0.00,0.39,-14.33,106.55,4.00,0.60
311.20,10.00,0.61,-11.57,87.47,1.00,0.00
294.19,0.00,0.42,-5.75,136.33,1.00,0.00
191.22,6.00,0.37,-6.03,136.48,4.00,0.00
63.29,1.00,0.46,-10.46,123.80,1.00,0.00
112.90,9.00,0.19,-17.55,132.36,1.00,0.00
183.20,11.00,0.80,-4.88,119.98,4.00,0.33
194.82,1.00,0.37,-12.10,42.80,4.00,0.00
176.98,5.00,0.51,-4.77,130.02,4.00,0.33
236.20,0.00,1.00,-15.97,241.82,4.00,0.36
338.76,5.00,0.17,-11.22,118.10,4.00,1.00
146.29,0.00,1.00,-12.44,102.12,3.00,1.00
280.66,7.00,0.35,-6.03,126.10,4.00,0.42
138.55,6.00,0.06,-13.82,130.23,4.00,0.00
320.16,4.00,0.33,-8.96,148.68,4.00,0.25
295.03,9.00,0.10,-8.16,124.97,7.00,0.94
102.69,2.00,0.69,-14.45,111.64,4.00,0.40
227.08,4.00,0.04,-4.87,130.01,5.00,1.00
179.10,10.00,0.78,-6.54,157.18,4.00,0.47
160.60,7.00,0.92,-11.54,125.45,5.00,0.50
151.09,2.00,0.26,-7.25,98.73,4.00,0.29
230.37,5.00,0.63,-11.35,137.69,4.00,0.00
210.86,7.00,0.84,-12.15,110.06,4.00,0.00
199.76,1.00,0.00,-8.14,165.47,4.00,0.46
150.57,6.00,0.41,-11.32,63.26,1.00,0.00
220.71,2.00,0.38,-21.76,141.71,1.00,0.13
130.77,0.00,0.23,-7.46,123.49,4.00,0.48
202.29,9.00,0.57,-4.43,140.20,4.00,0.60
253.52,11.00,0.11,-11.21,119.52,4.00,0.20
414.25,6.00,0.01,-8.16,106.82,5.00,1.00
151.09,9.00,0.62,-15.85,81.83,3.00,0.90
214.33,2.00,0.44,-4.47,160.11,4.00,0.47
745.40,7.00,0.69,-13.30,107.98,4.00,1.00
224.08,0.00,0.59,-5.55,109.08,4.00,0.86
248.63,5.00,0.40,-31.35,134.54,3.00,0.36
239.91,7.00,0.72,-13.81,137.00,4.00,0.08
173.06,8.00,0.64,-11.76,124.29,1.00,0.00
185.08,0.00,0.52,-18.42,100.45,3.00,0.70
409.08,7.00,0.26,-13.13,103.02,3.00,0.79
245.26,10.00,0.42,-5.72,100.00,4.00,1.00
225.91,2.00,0.61,-7.25,89.01,3.00,0.71
136.78,5.00,0.75,-9.27,155.61,3.00,1.00
256.18,0.00,1.00,-3.16,201.49,4.00,0.82
185.00,11.00,0.42,-15.73,141.26,4.00,0.52
206.45,6.00,0.53,-4.46,114.93,3.00,1.00
179.59,2.00,0.28,-10.22,70.18,4.00,0.29
207.80,0.00,0.44,-7.13,141.71,4.00,0.47
242.76,11.00,0.41,-8.65,193.92,4.00,1.00
397.56,6.00,0.04,-8.74,107.02,4.00,1.00
277.99,10.00,0.33,-3.63,128.00,4.00,0.00
147.43,10.00,0.01,-3.12,93.03,4.00,0.63
188.08,5.00,0.07,-4.91,139.12,4.00,0.00
277.55,11.00,0.02,-8.53,87.47,5.00,1.00
108.28,0.00,0.65,-6.93,160.27,3.00,0.86
274.70,6.00,0.58,-15.84,116.24,4.00,0.41
238.21,0.00,0.71,-6.34,149.77,4.00,0.86
126.14,9.00,0.54,-6.01,90.79,4.00,0.00
156.53,3.00,0.72,-14.36,94.77,3.00,0.77
145.01,11.00,0.71,-10.12,106.15,1.00,0.00
575.58,1.00,0.83,-17.06,149.42,3.00,0.34
196.36,7.00,0.52,-5.07,204.30,4.00,0.51
223.53,0.00,0.01,-4.52,129.99,4.00,0.74
181.86,11.00,0.41,-7.91,40.38,1.00,0.00
169.09,7.00,0.38,-3.22,141.96,4.00,0.00
276.22,5.00,0.47,-7.10,97.43,4.00,0.00
142.65,0.00,0.52,-5.24,106.00,4.00,0.40
261.33,0.00,0.63,-13.44,88.95,4.00,0.57
138.87,9.00,0.48,-16.06,104.28,4.00,0.00
142.24,9.00,0.76,-14.05,94.84,4.00,0.54
243.17,8.00,0.04,-12.00,160.09,4.00,0.48
203.94,2.00,0.75,-19.45,98.44,4.00,0.67
920.76,6.00,0.61,-16.68,134.03,3.00,0.35
346.51,7.00,0.18,-5.80,88.34,5.00,0.31
237.17,7.00,0.44,-6.18,142.98,4.00,0.24
200.91,4.00,0.15,-13.61,127.46,4.00,0.64
199.84,6.00,0.19,-11.95,96.00,4.00,0.73
216.58,2.00,0.45,-7.91,121.69,4.00,0.65
468.01,9.00,0.39,-8.21,130.00,4.00,0.00
168.31,11.00,0.58,-7.21,149.53,4.00,0.18
264.67,10.00,0.27,-3.78,147.91,1.00,0.00
174.81,0.00,0.46,-6.51,86.69,4.00,0.60
301.19,5.00,0.57,-7.49,95.93,4.00,1.00
203.55,11.00,0.15,-16.49,95.54,1.00,0.68
226.38,4.00,0.62,-12.18,169.90,4.00,0.00
186.83,1.00,1.00,-16.51,96.62,4.00,0.29
246.96,9.00,0.09,-15.02,97.07,1.00,0.60
174.24,11.00,0.24,-9.79,206.94,7.00,0.76
108.20,0.00,0.42,-13.32,95.26,4.00,0.37
280.27,7.00,0.67,-8.03,196.00,7.00,0.39
240.40,7.00,0.65,-17.27,123.78,3.00,1.00
133.25,10.00,0.58,-13.77,207.24,4.00,0.00
168.54,3.00,0.14,-16.80,112.91,1.00,0.55
226.61,6.00,0.05,-7.77,152.34,4.00,0.94
179.93,2.00,0.50,-10.33,113.45,4.00,0.01
313.16,11.00,0.53,-3.53,98.93,4.00,1.00
272.14,9.00,0.78,-9.16,118.83,4.00,0.87
178.78,7.00,0.30,-5.36,117.67,5.00,0.64
166.22,5.00,0.35,-8.24,125.00,4.00,0.29
244.45,9.00,0.39,-9.02,160.02,4.00,0.62
405.11,10.00,0.82,-5.99,128.00,4.00,0.76
119.41,7.00,0.63,-10.78,101.31,3.00,0.69
194.40,0.00,0.96,-8.35,164.36,4.00,0.14
165.30,9.00,0.80,-2.69,120.94,4.00,0.69
498.39,4.00,0.93,-14.04,150.87,4.00,0.48
170.42,1.00,0.62,-5.68,130.16,5.00,0.61
136.20,0.00,0.04,-17.98,70.30,4.00,0.81
305.11,10.00,0.28,-9.64,130.72,4.00,0.27
169.17,7.00,0.81,-7.81,190.61,1.00,0.00
204.90,7.00,0.24,-3.87,93.91,4.00,0.38
211.54,4.00,0.94,-7.47,157.61,4.00,0.10
199.94,9.00,0.64,-7.39,92.69,4.00,0.78
277.21,10.00,0.71,-12.18,82.76,3.00,1.00
206.76,3.00,0.56,-6.70,130.01,4.00,0.50
331.36,0.00,0.81,-12.53,91.37,4.00,0.93
436.27,9.00,0.55,-12.80,144.08,4.00,0.34
281.39,7.00,0.70,-14.09,176.95,1.00,0.00
198.50,0.00,0.19,-8.97,121.88,1.00,0.16
287.48,4.00,0.83,-13.63,92.00,4.00,0.45
203.02,10.00,0.46,-13.17,92.78,4.00,1.00
270.45,11.00,0.23,-4.94,148.36,4.00,0.66
148.64,9.00,0.63,-10.18,121.16,1.00,0.00
203.28,10.00,0.62,-12.23,99.31,4.00,0.88
213.16,7.00,0.65,-10.96,136.49,4.00,0.00
252.08,4.00,0.01,-5.13,206.94,4.00,0.00
219.09,4.00,0.90,-13.94,131.63,4.00,0.57
200.67,7.00,0.28,-13.27,120.72,4.00,1.00
200.52,0.00,0.49,-7.08,103.47,3.00,1.00
165.75,10.00,0.71,-8.70,93.85,4.00,0.00
276.01,5.00,0.84,-7.20,161.35,4.00,0.89
202.11,10.00,0.53,-6.18,94.92,4.00,0.88
281.13,6.00,0.33,-6.77,151.75,1.00,0.26
307.98,2.00,0.71,-7.93,101.38,3.00,0.80
171.00,9.00,0.81,-15.08,140.14,1.00,0.00
247.12,10.00,0.20,-24.19,80.00,1.00,0.00
223.97,9.00,0.26,-7.36,88.51,3.00,0.55
241.87,2.00,0.00,-8.03,90.70,3.00,0.65
263.65,7.00,0.54,-11.83,148.63,3.00,0.45
196.91,1.00,0.59,-7.48,200.27,4.00,1.00
260.44,5.00,0.39,-7.55,130.42,5.00,0.44
123.87,0.00,0.86,-4.40,155.52,4.00,0.41
241.84,9.00,0.78,-5.13,91.23,4.00,1.00
133.28,11.00,0.74,-8.47,37.97,4.00,0.00
149.94,0.00,0.26,-6.24,161.47,4.00,0.64
174.97,1.00,0.38,-15.85,87.06,1.00,0.72
276.22,4.00,0.34,-5.81,84.16,4.00,0.06
126.75,9.00,0.82,-21.06,98.40,1.00,0.24
111.23,1.00,0.58,-5.67,202.65,4.00,0.00
312.45,1.00,0.24,-5.67,119.96,4.00,0.83
254.25,5.00,0.50,-10.11,101.11,5.00,0.89
172.72,2.00,0.33,-8.64,123.38,4.00,0.81
361.80,8.00,0.58,-3.63,142.97,4.00,0.15
399.52,2.00,0.48,-12.32,151.39,4.00,0.38
155.53,0.00,0.11,-15.97,107.72,4.00,0.01
334.55,0.00,0.88,-8.54,112.96,4.00,0.00
212.43,2.00,0.40,-20.27,37.42,1.00,0.00
290.06,2.00,0.71,-14.49,152.61,3.00,0.72
210.26,7.00,0.69,-5.72,167.01,4.00,0.00
398.11,1.00,0.27,-14.28,120.08,4.00,0.23
201.48,5.00,0.24,-5.13,122.99,1.00,0.00
188.34,11.00,0.39,-14.04,108.05,1.00,0.00
427.08,1.00,0.20,-9.43,213.72,5.00,0.13
307.23,7.00,0.83,-14.40,134.26,4.00,0.94
120.89,4.00,0.69,-28.55,127.95,1.00,0.00
182.73,4.00,0.00,-13.01,101.31,1.00,0.00
239.36,0.00,0.78,-15.32,100.33,3.00,0.70
263.84,8.00,0.34,-5.21,177.36,4.00,0.57
120.08,0.00,0.35,-7.03,96.18,3.00,1.00
178.73,7.00,0.47,-5.13,80.89,7.00,1.00
205.30,0.00,0.51,-5.76,159.80,4.00,0.00
274.18,9.00,0.92,-8.90,104.50,4.00,0.00
159.29,11.00,0.52,-6.01,105.02,4.00,1.00
235.78,2.00,0.61,-9.46,145.91,4.00,0.31
219.77,2.00,0.82,-10.84,147.44,4.00,0.40
153.50,10.00,0.52,-15.57,156.80,1.00,0.00
316.21,11.00,1.00,-7.64,129.99,4.00,0.00
184.35,2.00,0.01,-8.11,126.51,4.00,0.00
262.95,7.00,0.88,-25.37,162.49,4.00,0.59
318.90,9.00,0.35,-14.61,134.82,4.00,0.20
186.51,3.00,0.52,-10.32,116.09,1.00,0.00
289.04,11.00,0.64,-2.85,128.01,4.00,1.00
221.41,5.00,0.92,-7.60,122.00,4.00,0.91
113.55,7.00,0.47,-19.20,67.76,3.00,0.95
52.32,7.00,0.11,-14.09,103.54,4.00,0.50
191.56,5.00,0.48,-7.20,140.17,4.00,1.00
276.66,9.00,0.70,-12.09,118.43,4.00,0.84
85.92,4.00,0.58,-10.70,130.22,3.00,0.85
234.11,0.00,0.68,-9.15,122.43,5.00,0.74
193.70,1.00,0.07,-12.37,240.50,3.00,1.00
172.49,7.00,0.34,-12.14,201.58,4.00,0.00
301.14,10.00,0.61,-7.40,116.01,3.00,0.92
117.03,4.00,0.45,-7.24,156.18,4.00,0.00
158.82,0.00,0.33,-6.63,106.57,4.00,0.60
176.98,1.00,0.00,-15.76,92.05,4.00,0.34
167.60,11.00,0.57,-5.99,116.64,4.00,0.00
447.09,7.00,0.68,-11.11,125.58,4.00,0.52
77.30,0.00,0.00,-11.57,163.12,4.00,0.66
290.85,8.00,0.58,-6.56,126.42,4.00,0.45
187.77,5.00,0.35,-15.23,105.40,1.00,0.53
111.46,2.00,0.20,-16.04,85.98,4.00,0.05
223.40,7.00,0.80,-4.50,147.75,4.00,1.00
187.53,2.00,0.00,-17.19,141.19,4.00,0.00
164.65,9.00,0.77,-14.26,118.70,4.00,0.75
345.10,7.00,0.84,-14.86,101.95,1.00,0.00
314.12,4.00,0.19,-10.73,95.14,4.00,0.21
236.96,8.00,0.48,-3.92,139.99,4.00,0.00
332.80,4.00,0.75,-10.37,141.95,4.00,0.31
190.90,3.00,0.29,-11.98,131.00,4.00,0.00
257.83,8.00,0.00,-6.98,128.65,5.00,0.79
268.46,11.00,0.13,-9.97,71.23,3.00,0.55
267.57,5.00,0.89,-9.41,91.30,4.00,0.18
94.51,2.00,0.49,-9.41,116.83,3.00,0.67
398.60,3.00,1.00,-16.86,179.55,1.00,0.92
272.95,7.00,1.00,-9.85,124.02,3.00,0.85
187.74,5.00,0.03,-11.09,118.72,4.00,0.54
295.10,2.00,0.70,-10.60,94.32,5.00,0.79
291.40,1.00,0.31,-16.25,107.97,4.00,0.90
199.08,4.00,0.74,-6.64,123.34,3.00,0.94
124.39,9.00,0.75,-8.04,177.10,4.00,0.00
269.35,9.00,0.47,-6.29,136.82,4.00,0.00
362.68,11.00,0.79,-4.58,124.05,4.00,0.30
277.84,5.00,0.18,-6.40,116.96,3.00,0.62
501.24,5.00,0.29,-9.82,114.83,4.00,0.71
216.82,2.00,0.76,-6.44,193.36,4.00,1.00
242.91,5.00,0.68,-25.63,145.10,7.00,0.68
229.02,11.00,0.17,-13.23,92.01,4.00,0.77
258.93,6.00,0.47,-5.81,148.88,4.00,0.59
285.02,11.00,0.97,-12.16,149.01,4.00,0.17
291.42,5.00,0.62,0.57,138.39,3.00,0.95
230.24,8.00,0.70,-5.11,104.00,4.00,0.95
275.38,4.00,0.29,-3.21,155.04,4.00,0.23
337.76,1.00,0.25,-5.62,223.32,7.00,0.85
211.36,5.00,0.38,-10.62,135.11,4.00,0.06
228.81,2.00,0.00,-5.68,144.04,4.00,0.96
89.63,1.00,1.00,-17.51,150.66,1.00,0.81
137.69,7.00,0.20,-12.96,121.22,4.00,0.89
135.18,5.00,0.21,-13.94,121.37,4.00,0.00
163.53,2.00,0.39,-17.12,81.83,4.00,1.00
203.70,1.00,0.23,-12.90,140.97,1.00,0.41
162.72,5.00,0.68,-11.73,95.43,1.00,0.00
204.93,0.00,0.73,-10.64,146.04,4.00,0.51
253.67,7.00,0.74,-5.29,87.03,4.00,0.86
203.60,7.00,0.33,-3.15,178.34,5.00,1.00
193.59,5.00,0.00,-9.34,182.15,1.00,0.08
170.84,7.00,0.86,-9.91,138.47,4.00,0.25
215.64,7.00,0.36,-4.46,237.83,4.00,0.39
230.79,0.00,0.63,-9.88,107.47,4.00,0.64
226.87,9.00,0.74,-10.00,165.90,4.00,0.34
179.07,5.00,0.78,-12.55,111.20,3.00,1.00
252.47,6.00,0.07,-10.01,118.02,4.00,0.93
164.62,10.00,0.34,-25.68,59.86,5.00,0.79
186.17,2.00,0.39,-6.50,101.21,4.00,1.00
162.35,1.00,0.63,-17.42,146.47,4.00,1.00
48.69,1.00,0.00,-26.13,69.99,1.00,0.00
320.31,2.00,0.29,-5.52,120.03,4.00,1.00
284.11,3.00,0.42,-12.73,167.55,4.00,0.44
181.55,5.00,0.39,-18.01,121.97,3.00,0.63
255.63,6.00,0.23,-3.08,92.65,4.00,1.00
233.33,8.00,0.55,-5.76,151.05,4.00,0.83
198.30,4.00,0.82,-13.13,130.99,1.00,0.18
120.01,0.00,0.00,-18.68,111.00,7.00,0.83
159.22,5.00,0.04,-4.96,166.93,4.00,1.00
65.62,0.00,0.30,-18.46,83.57,7.00,0.85
289.65,5.00,0.56,-6.46,137.75,4.00,0.00
117.29,0.00,0.67,-4.95,140.25,4.00,0.61
236.36,3.00,0.65,-7.19,110.10,4.00,0.96
257.04,6.00,0.57,-6.74,95.00,4.00,0.88
134.69,5.00,0.92,-11.20,106.22,4.00,0.95
274.10,0.00,0.41,-10.03,152.08,5.00,0.57
269.06,8.00,0.59,-10.93,150.05,4.00,0.51
160.63,0.00,0.90,-6.94,131.07,4.00,0.01
194.32,2.00,0.65,-12.37,190.00,4.00,0.62
141.66,6.00,0.27,-16.47,85.47,4.00,0.07
257.02,9.00,0.23,-8.23,124.94,4.00,1.00
233.66,11.00,0.00,-6.45,137.95,3.00,0.67
203.55,11.00,0.93,-10.35,74.62,1.00,0.00
147.67,4.00,0.30,-7.80,89.16,4.00,0.41
92.00,7.00,0.00,-12.88,87.39,1.00,0.63
174.11,5.00,0.50,-8.19,125.03,4.00,0.00
180.45,7.00,0.17,-3.95,90.47,4.00,0.54
362.50,1.00,0.54,-25.50,112.57,4.00,0.11
148.01,9.00,0.84,-13.18,76.91,4.00,0.79
401.66,1.00,0.87,-14.13,124.75,4.00,0.42
340.43,5.00,0.09,-5.30,127.59,4.00,0.55
514.04,6.00,0.75,-5.82,100.24,1.00,0.26
110.16,2.00,0.75,-20.68,133.37,4.00,0.50
146.57,7.00,0.50,-10.16,127.19,1.00,0.00
214.54,2.00,0.25,-7.65,150.08,4.00,0.92
246.02,1.00,0.01,-15.01,162.01,4.00,0.80
109.37,9.00,0.75,-22.42,109.26,4.00,0.76
198.58,5.00,0.50,-12.27,142.20,1.00,0.00
243.07,2.00,0.10,-10.61,201.53,5.00,0.63
229.15,3.00,0.49,-5.59,98.30,4.00,0.80
99.00,6.00,0.76,-8.10,184.28,4.00,0.19
338.36,7.00,0.46,-8.67,150.01,4.00,0.00
397.06,2.00,0.63,-30.48,132.05,3.00,0.36
251.30,7.00,0.63,-10.85,79.74,4.00,0.43
339.07,1.00,0.99,-9.16,174.11,3.00,0.94
201.51,5.00,0.96,-19.57,69.49,1.00,0.00
209.01,0.00,0.74,-4.92,130.03,4.00,0.84
352.03,1.00,0.49,-5.93,127.87,4.00,0.59
311.14,5.00,0.25,-9.55,140.00,3.00,1.00
216.45,5.00,0.46,-11.68,83.71,7.00,0.14
93.10,0.00,1.00,-27.01,85.77,1.00,0.99
194.61,1.00,1.00,-8.90,149.44,1.00,0.00
164.54,11.00,0.17,-14.02,97.24,4.00,0.72
260.73,10.00,0.04,-9.51,128.71,4.00,0.00
239.36,8.00,0.77,-4.99,96.94,4.00,1.00
202.27,9.00,0.46,-3.72,90.68,1.00,0.81
173.69,2.00,0.41,-12.96,185.58,4.00,0.00
148.79,9.00,0.85,-8.60,179.31,1.00,0.00
105.35,7.00,0.37,-11.19,112.05,4.00,0.56
184.69,5.00,0.60,-9.58,104.52,4.00,0.52
266.03,7.00,0.14,-6.40,129.91,4.00,0.14
600.37,4.00,0.29,-7.51,83.50,3.00,1.00
282.36,5.00,0.25,-15.19,179.80,4.00,0.00
267.26,9.00,0.49,-7.37,109.99,4.00,0.79
157.02,2.00,0.47,-4.81,184.46,4.00,0.28
462.08,4.00,0.28,-6.95,101.01,4.00,0.95
237.50,2.00,0.77,-3.91,196.04,3.00,0.63
231.00,2.00,0.37,-10.84,141.51,4.00,0.00
204.80,4.00,0.54,-6.41,104.97,4.00,0.98
215.88,10.00,0.78,-15.90,131.40,4.00,0.00
278.83,7.00,0.04,-15.78,90.56,1.00,0.37
173.14,5.00,0.33,-6.46,121.80,5.00,0.32
306.31,5.00,0.39,-9.34,107.02,3.00,0.72
497.89,1.00,0.70,-15.47,60.86,4.00,0.56
69.64,10.00,0.26,-8.97,93.10,4.00,0.26
201.59,7.00,0.66,-2.87,182.98,4.00,0.47
143.67,10.00,0.20,-13.92,107.41,3.00,0.65
128.34,11.00,0.28,-6.10,121.55,4.00,0.00
157.20,0.00,0.64,-13.45,131.20,1.00,0.17
242.68,10.00,0.58,-23.20,151.26,1.00,0.00
610.01,9.00,0.04,-8.49,123.26,5.00,0.96
183.54,2.00,0.36,-7.17,171.92,4.00,1.00
362.34,8.00,0.01,-7.02,145.72,4.00,0.99
132.65,4.00,0.04,-11.15,67.46,4.00,0.00
236.70,10.00,0.67,-8.67,90.09,7.00,0.65
144.74,8.00,0.06,-14.85,111.85,4.00,1.00
1610.00,7.00,0.03,-32.87,47.89,4.00,0.00
232.28,7.00,0.70,-12.26,117.49,3.00,0.53
232.57,0.00,0.84,-10.18,140.09,4.00,0.46
160.73,0.00,0.11,-13.72,120.37,4.00,1.00
189.86,2.00,0.16,-8.67,122.83,1.00,0.00
46.00,6.00,0.13,-17.17,118.18,1.00,0.00
251.22,11.00,0.39,-5.22,206.38,4.00,0.46
234.06,1.00,0.10,-5.91,111.25,1.00,0.80
131.66,1.00,0.10,-14.71,0.00,1.00,0.91
120.76,8.00,0.20,-9.90,180.05,4.00,0.44
151.59,6.00,0.39,-14.55,91.63,4.00,0.00
130.46,9.00,0.33,-12.75,66.28,4.00,0.80
193.72,3.00,0.18,-16.89,89.09,4.00,0.92
294.77,5.00,0.08,-6.54,84.62,5.00,1.00
242.02,8.00,0.90,-5.75,114.95,4.00,0.28
191.71,5.00,0.83,-16.02,149.68,3.00,0.46
234.81,11.00,0.03,-4.70,119.97,4.00,0.00
213.63,11.00,0.00,-6.97,93.32,4.00,0.61
301.45,9.00,0.00,-8.33,117.95,4.00,1.00
240.48,4.00,0.36,-6.34,160.66,1.00,0.00
260.99,1.00,0.84,-5.45,131.98,4.00,0.58
358.37,10.00,0.25,-4.39,160.10,4.00,0.00
353.04,7.00,0.54,-8.19,91.97,4.00,1.00
202.34,9.00,0.22,-8.62,101.44,1.00,0.00
237.50,2.00,0.52,-8.07,126.00,4.00,0.00
172.49,8.00,0.21,-8.42,127.15,4.00,0.19
261.75,6.00,0.85,-6.60,114.79,4.00,1.00
228.52,9.00,0.67,-2.98,90.22,4.00,1.00
180.87,11.00,0.38,-5.96,137.55,1.00,0.06
233.46,5.00,0.67,-25.16,134.50,1.00,0.00
118.86,2.00,0.69,-9.41,121.42,1.00,0.00
285.41,2.00,0.34,-16.30,182.26,4.00,0.30
288.63,7.00,0.48,-5.30,92.98,4.00,0.84
135.00,0.00,0.10,-4.94,156.65,4.00,0.00
231.94,2.00,0.62,-18.98,109.00,4.00,0.00
243.25,0.00,0.03,-9.94,109.21,4.00,0.96
163.84,9.00,0.09,-9.11,157.88,4.00,0.49
207.28,3.00,0.81,-9.65,137.90,4.00,0.62
122.07,4.00,0.60,-9.15,45.68,4.00,1.00
202.00,4.00,0.73,-19.78,85.76,4.00,0.00
243.62,9.00,0.57,-3.63,136.70,4.00,0.30
201.46,4.00,0.44,-25.60,76.74,4.00,0.18
364.77,2.00,0.51,-7.93,142.73,4.00,0.81
65.83,0.00,0.88,-4.37,120.21,1.00,0.00
279.90,10.00,0.28,-5.24,220.18,4.00,1.00
173.61,1.00,0.50,-6.60,108.01,4.00,1.00
735.61,9.00,0.70,-7.66,161.92,7.00,0.42
177.79,9.00,0.11,-11.87,89.80,4.00,1.00
215.22,2.00,0.53,-10.41,98.19,4.00,0.76
110.78,7.00,0.94,-12.42,106.78,1.00,0.00
379.09,4.00,0.23,-6.65,123.16,4.00,1.00
220.79,9.00,0.53,-8.94,231.09,3.00,1.00
229.93,9.00,0.00,-10.91,118.66,4.00,1.00
213.13,0.00,0.51,-26.38,72.78,4.00,0.94
340.11,2.00,0.50,-13.69,153.83,1.00,0.00
254.59,10.00,0.37,-8.63,86.61,7.00,0.96
318.09,6.00,0.59,-6.18,141.22,4.00,0.27
261.85,2.00,0.46,-5.62,121.73,1.00,0.00
64.65,8.00,0.09,-4.59,157.70,4.00,1.00
418.46,9.00,0.23,-15.71,132.64,4.00,0.00
287.11,9.00,0.71,-11.99,139.47,3.00,0.32
150.80,7.00,0.01,-5.43,170.73,4.00,0.00
227.58,0.00,0.58,-13.08,141.00,4.00,0.10
31.37,11.00,0.34,-12.35,60.28,1.00,0.00
215.25,5.00,0.85,-5.32,171.69,4.00,0.93
214.49,10.00,0.28,-14.97,95.39,1.00,0.00
23.88,0.00,0.00,-16.85,98.39,7.00,0.00
205.40,5.00,0.24,-10.78,154.24,4.00,0.05
177.21,11.00,0.49,-7.28,163.92,4.00,0.37
194.72,1.00,0.51,-6.22,87.01,4.00,0.90
276.71,8.00,0.34,-6.69,116.82,4.00,0.98
301.27,8.00,0.50,-3.84,89.61,4.00,1.00
141.19,4.00,0.32,-6.39,161.07,4.00,0.72
201.22,1.00,0.03,-7.63,81.69,4.00,0.79
172.93,2.00,0.68,-10.59,99.75,4.00,0.86
303.46,6.00,0.64,-6.13,69.57,3.00,0.33
270.31,4.00,0.57,-8.10,147.93,4.00,0.59
140.20,2.00,0.32,-17.17,65.02,1.00,0.00
241.45,7.00,0.34,-10.03,92.97,4.00,0.99
190.38,5.00,0.31,-7.06,125.80,4.00,0.00
207.20,11.00,0.35,-5.02,119.06,4.00,1.00
281.18,8.00,0.41,-10.67,196.02,4.00,0.57
333.19,5.00,0.78,-7.00,196.43,4.00,0.66
175.83,7.00,0.80,-14.83,118.45,4.00,0.75
399.05,11.00,0.70,-12.71,123.40,5.00,0.62
272.80,10.00,0.60,-8.86,107.37,3.00,0.90
278.96,10.00,0.32,-5.68,175.78,4.00,0.00
147.51,9.00,0.20,-4.06,195.32,1.00,0.00
233.85,7.00,0.29,-9.07,91.48,7.00,0.65
266.06,4.00,0.20,-5.83,187.96,4.00,0.44
221.78,7.00,0.33,-4.23,133.13,4.00,0.42
190.80,9.00,0.91,-6.07,140.05,4.00,0.73
309.39,9.00,0.49,-13.90,105.88,7.00,1.00
269.71,0.00,0.62,-6.01,162.02,1.00,0.00
187.53,4.00,0.65,-16.69,87.19,3.00,0.60
69.90,3.00,0.05,-7.95,169.65,4.00,0.90
365.71,2.00,0.63,-8.70,110.92,3.00,1.00
370.49,6.00,0.00,-7.55,123.69,4.00,1.00
212.79,8.00,0.55,-6.80,189.29,4.00,1.00
122.72,9.00,0.01,-7.42,122.13,4.00,0.43
160.26,4.00,0.47,-10.44,85.54,1.00,0.00
138.03,10.00,0.89,-18.34,53.71,1.00,0.00
34.09,9.00,0.54,-23.64,129.95,4.00,0.00
283.48,7.00,0.30,-2.53,160.59,3.00,0.49
194.66,1.00,0.00,-21.09,35.60,4.00,0.00
294.77,4.00,0.83,-14.85,92.32,3.00,0.55
137.06,10.00,0.63,-4.70,118.78,4.00,1.00
336.67,5.00,0.16,-13.25,138.02,4.00,0.97
228.86,3.00,0.23,-12.92,118.20,4.00,0.47
199.47,9.00,0.69,-6.33,91.99,4.00,0.93
201.98,8.00,0.44,-15.85,90.59,5.00,0.80
449.38,0.00,0.62,-8.21,134.03,4.00,0.35
301.22,9.00,0.69,-5.31,131.57,4.00,1.00
256.84,7.00,0.40,-10.88,170.03,4.00,0.73
338.96,6.00,0.48,-13.49,110.36,1.00,0.00
163.55,10.00,0.81,-11.67,139.32,3.00,0.73
141.35,5.00,0.48,-15.28,154.10,1.00,0.00
140.77,9.00,0.00,-8.33,203.94,3.00,0.33
239.41,7.00,0.54,-2.57,147.97,4.00,0.00
154.83,7.00,0.87,-3.47,175.95,4.00,0.29
200.41,5.00,0.69,-7.76,84.98,4.00,1.00
213.26,5.00,0.61,-6.15,94.99,4.00,1.00
142.21,2.00,0.50,-15.34,125.22,4.00,0.47
219.48,10.00,0.31,-12.91,129.96,4.00,0.26
51.49,9.00,0.58,-15.99,64.80,1.00,0.00
116.45,0.00,0.75,-21.62,97.52,4.00,0.59
196.88,0.00,0.33,-10.43,107.60,1.00,0.00
178.96,7.00,0.01,-8.01,156.62,4.00,0.19
